season	category	title	status	note	best	best_reported	checked	have	source	released	description
7	Main Show	Doctor Who and the Silurians (6)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 13.48 Mbps	1970-03-07	A research centre in a Derbyshire cave system loses power it cannot account for, and men come out of the tunnels changed. Reptiles who ruled the Earth before humans have woken, and they consider the surface theirs.
7	Main Show	Doctor Who and the Silurians (7)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 6 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 12.00 Mbps	1970-03-14	A research centre in a Derbyshire cave system loses power it cannot account for, and men come out of the tunnels changed. Reptiles who ruled the Earth before humans have woken, and they consider the surface theirs.
7	Main Show	The Ambassadors of Death (1)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 8.32 Mbps	1970-03-21	A recovery capsule returns from Mars with the astronauts' suits holding something that is not the crew. Somebody in the space programme is using them, and the aliens who sent them want their people back.
7	Main Show	The Ambassadors of Death (2)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 9.54 Mbps	1970-03-28	A recovery capsule returns from Mars with the astronauts' suits holding something that is not the crew. Somebody in the space programme is using them, and the aliens who sent them want their people back.
7	Main Show	The Ambassadors of Death (3)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 10.46 Mbps	1970-04-04	A recovery capsule returns from Mars with the astronauts' suits holding something that is not the crew. Somebody in the space programme is using them, and the aliens who sent them want their people back.
7	Main Show	The Ambassadors of Death (4)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 10.65 Mbps	1970-04-11	A recovery capsule returns from Mars with the astronauts' suits holding something that is not the crew. Somebody in the space programme is using them, and the aliens who sent them want their people back.
7	Main Show	The Ambassadors of Death (5)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 9.28 Mbps	1970-04-18	A recovery capsule returns from Mars with the astronauts' suits holding something that is not the crew. Somebody in the space programme is using them, and the aliens who sent them want their people back.
7	Main Show	The Ambassadors of Death (6)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 10.10 Mbps	1970-04-25	A recovery capsule returns from Mars with the astronauts' suits holding something that is not the crew. Somebody in the space programme is using them, and the aliens who sent them want their people back.
7	Main Show	The Ambassadors of Death (7)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 10.85 Mbps	1970-05-02	A recovery capsule returns from Mars with the astronauts' suits holding something that is not the crew. Somebody in the space programme is using them, and the aliens who sent them want their people back.
7	Main Show	Inferno (1)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 9.04 Mbps	1970-05-09	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
7	Main Show	Inferno (2)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 9.88 Mbps	1970-05-16	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
7	Main Show	Inferno (3)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 9.75 Mbps	1970-05-23	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
7	Main Show	Inferno (4)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 8.76 Mbps	1970-05-30	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
7	Main Show	Inferno (5)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 9.90 Mbps	1970-06-06	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
7	Main Show	Inferno (6)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 10.34 Mbps	1970-06-13	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
7	Main Show	Inferno (7)	ok		1080p Blu-ray, The Collection season 7, VidFIRE restored	1080p Blu-ray. Doctor Who: The Collection - Season 7, March 2025, with optional DVD-era and extended cuts of some episodes. No UHD release exists	2026-09-21	1920x1080 25fps DTS	The Collection season 7 Blu-ray | 1080p25 HEVC off the disc, VidFIRE restored, 4 DTS 2.0 tracks (episode plus commentaries) and 2 English PGS tracks inside, 9.11 Mbps	1970-06-20	A drilling project to reach the Earth's crust brings up a green slime that turns men into savage creatures. A mishap throws the Doctor sideways into a fascist Britain where the same drill is further along.
8	Main Show	Terror of the Autons (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Shop dummies, daffodils and a plastic chair start killing people across southern England. A new Time Lord has arrived with a hypnotic voice and a taste for elaborate method, and he has called the Nestenes back.
8	Main Show	Terror of the Autons (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Shop dummies, daffodils and a plastic chair start killing people across southern England. A new Time Lord has arrived with a hypnotic voice and a taste for elaborate method, and he has called the Nestenes back.
8	Main Show	Terror of the Autons (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Shop dummies, daffodils and a plastic chair start killing people across southern England. A new Time Lord has arrived with a hypnotic voice and a taste for elaborate method, and he has called the Nestenes back.
8	Main Show	Terror of the Autons (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Shop dummies, daffodils and a plastic chair start killing people across southern England. A new Time Lord has arrived with a hypnotic voice and a taste for elaborate method, and he has called the Nestenes back.
8	Main Show	The Mind of Evil (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A machine at Stangmoor Prison draws the evil out of inmates and leaves them docile, and its inventor is not who he claims to be. A peace conference and a captured missile are parts of the same plan.
8	Main Show	The Mind of Evil (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A machine at Stangmoor Prison draws the evil out of inmates and leaves them docile, and its inventor is not who he claims to be. A peace conference and a captured missile are parts of the same plan.
8	Main Show	The Mind of Evil (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A machine at Stangmoor Prison draws the evil out of inmates and leaves them docile, and its inventor is not who he claims to be. A peace conference and a captured missile are parts of the same plan.
8	Main Show	The Mind of Evil (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A machine at Stangmoor Prison draws the evil out of inmates and leaves them docile, and its inventor is not who he claims to be. A peace conference and a captured missile are parts of the same plan.
8	Main Show	The Mind of Evil (5)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A machine at Stangmoor Prison draws the evil out of inmates and leaves them docile, and its inventor is not who he claims to be. A peace conference and a captured missile are parts of the same plan.
8	Main Show	The Mind of Evil (6)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A machine at Stangmoor Prison draws the evil out of inmates and leaves them docile, and its inventor is not who he claims to be. A peace conference and a captured missile are parts of the same plan.
8	Main Show	The Claws of Axos (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A damaged ship lands in England offering a miracle substance called axonite in return for repairs. The Ministry is eager, the Master is aboard, and the ship and its crew are one organism.
8	Main Show	The Claws of Axos (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A damaged ship lands in England offering a miracle substance called axonite in return for repairs. The Ministry is eager, the Master is aboard, and the ship and its crew are one organism.
8	Main Show	The Claws of Axos (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A damaged ship lands in England offering a miracle substance called axonite in return for repairs. The Ministry is eager, the Master is aboard, and the ship and its crew are one organism.
8	Main Show	The Claws of Axos (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A damaged ship lands in England offering a miracle substance called axonite in return for repairs. The Ministry is eager, the Master is aboard, and the ship and its crew are one organism.
8	Main Show	Colony in Space (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Settlers on a barren world are losing crops and lives to something in the ruins, and a mining corporation wants them gone. The Master has come a long way for a weapon the planet's builders left behind.
8	Main Show	Colony in Space (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Settlers on a barren world are losing crops and lives to something in the ruins, and a mining corporation wants them gone. The Master has come a long way for a weapon the planet's builders left behind.
8	Main Show	Colony in Space (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Settlers on a barren world are losing crops and lives to something in the ruins, and a mining corporation wants them gone. The Master has come a long way for a weapon the planet's builders left behind.
8	Main Show	Colony in Space (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Settlers on a barren world are losing crops and lives to something in the ruins, and a mining corporation wants them gone. The Master has come a long way for a weapon the planet's builders left behind.
8	Main Show	Colony in Space (5)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Settlers on a barren world are losing crops and lives to something in the ruins, and a mining corporation wants them gone. The Master has come a long way for a weapon the planet's builders left behind.
8	Main Show	Colony in Space (6)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Settlers on a barren world are losing crops and lives to something in the ruins, and a mining corporation wants them gone. The Master has come a long way for a weapon the planet's builders left behind.
8	Main Show	The Daemons (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A barrow at Devil's End is opened on live television and the village turns on itself under its new vicar. Something older than humanity is waking underneath, and it decides whether a species is worth keeping.
8	Main Show	The Daemons (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A barrow at Devil's End is opened on live television and the village turns on itself under its new vicar. Something older than humanity is waking underneath, and it decides whether a species is worth keeping.
8	Main Show	The Daemons (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A barrow at Devil's End is opened on live television and the village turns on itself under its new vicar. Something older than humanity is waking underneath, and it decides whether a species is worth keeping.
8	Main Show	The Daemons (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A barrow at Devil's End is opened on live television and the village turns on itself under its new vicar. Something older than humanity is waking underneath, and it decides whether a species is worth keeping.
8	Main Show	The Daemons (5)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A barrow at Devil's End is opened on live television and the village turns on itself under its new vicar. Something older than humanity is waking underneath, and it decides whether a species is worth keeping.
8	Minisode	Return of the Autons	ok		1080p Blu-ray		2026-09-15				Years after leaving UNIT, Jo Jones and her husband Cliff are back in England when the shop dummies start moving again. Jo has seen this before and knows exactly how little time there is to warn anybody.
9	Main Show	Day of the Daleks (1)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Guerrillas from a future Earth travel back to kill the diplomat they blame for the war that let the Daleks take over. The Doctor has to work out whether stopping them prevents that future or causes it.
9	Main Show	Day of the Daleks (2)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Guerrillas from a future Earth travel back to kill the diplomat they blame for the war that let the Daleks take over. The Doctor has to work out whether stopping them prevents that future or causes it.
9	Main Show	Day of the Daleks (3)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Guerrillas from a future Earth travel back to kill the diplomat they blame for the war that let the Daleks take over. The Doctor has to work out whether stopping them prevents that future or causes it.
9	Main Show	Day of the Daleks (4)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Guerrillas from a future Earth travel back to kill the diplomat they blame for the war that let the Daleks take over. The Doctor has to work out whether stopping them prevents that future or causes it.
9	Main Show	The Curse of Peladon (1)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			Peladon is petitioning to join the Galactic Federation and its high priest warns that the beast of legend is stirring. The Doctor arrives among suspicious delegates, and a murder makes the warning look true.
9	Main Show	The Curse of Peladon (2)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps MP3			Peladon is petitioning to join the Galactic Federation and its high priest warns that the beast of legend is stirring. The Doctor arrives among suspicious delegates, and a murder makes the warning look true.
9	Main Show	The Curse of Peladon (3)	ok		1080p Blu-ray upscale		2026-09-15	704x528 25fps MP3			Peladon is petitioning to join the Galactic Federation and its high priest warns that the beast of legend is stirring. The Doctor arrives among suspicious delegates, and a murder makes the warning look true.
9	Main Show	The Curse of Peladon (4)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps MP3			Peladon is petitioning to join the Galactic Federation and its high priest warns that the beast of legend is stirring. The Doctor arrives among suspicious delegates, and a murder makes the warning look true.
9	Main Show	The Sea Devils (1)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Ships are vanishing off the south coast and a sea fort has lost its crew. The Master is imprisoned on an island nearby, and he has been talking to the reptiles living on the sea bed.
9	Main Show	The Sea Devils (2)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Ships are vanishing off the south coast and a sea fort has lost its crew. The Master is imprisoned on an island nearby, and he has been talking to the reptiles living on the sea bed.
9	Main Show	The Sea Devils (3)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Ships are vanishing off the south coast and a sea fort has lost its crew. The Master is imprisoned on an island nearby, and he has been talking to the reptiles living on the sea bed.
9	Main Show	The Sea Devils (4)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Ships are vanishing off the south coast and a sea fort has lost its crew. The Master is imprisoned on an island nearby, and he has been talking to the reptiles living on the sea bed.
9	Main Show	The Sea Devils (5)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Ships are vanishing off the south coast and a sea fort has lost its crew. The Master is imprisoned on an island nearby, and he has been talking to the reptiles living on the sea bed.
9	Main Show	The Sea Devils (6)	ok		1080p Blu-ray upscale		2026-09-15	688x528 25fps MP3			Ships are vanishing off the south coast and a sea fort has lost its crew. The Master is imprisoned on an island nearby, and he has been talking to the reptiles living on the sea bed.
9	Main Show	The Mutants (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			Solos is being handed back its independence while its atmosphere is changed to suit humans. The native people are turning into something else, and the Marshal intends to keep the planet whatever it costs.
9	Main Show	The Mutants (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			Solos is being handed back its independence while its atmosphere is changed to suit humans. The native people are turning into something else, and the Marshal intends to keep the planet whatever it costs.
9	Main Show	The Mutants (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			Solos is being handed back its independence while its atmosphere is changed to suit humans. The native people are turning into something else, and the Marshal intends to keep the planet whatever it costs.
9	Main Show	The Mutants (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			Solos is being handed back its independence while its atmosphere is changed to suit humans. The native people are turning into something else, and the Marshal intends to keep the planet whatever it costs.
9	Main Show	The Mutants (5)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			Solos is being handed back its independence while its atmosphere is changed to suit humans. The native people are turning into something else, and the Marshal intends to keep the planet whatever it costs.
9	Main Show	The Mutants (6)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			Solos is being handed back its independence while its atmosphere is changed to suit humans. The native people are turning into something else, and the Marshal intends to keep the planet whatever it costs.
9	Main Show	The Time Monster (1)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps MP3			A physicist in Cambridge has built a machine that pulls objects out of their own time, and the Master is running it. What he actually wants is buried under Atlantis and has no interest in being commanded.
9	Main Show	The Time Monster (2)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps MP3			A physicist in Cambridge has built a machine that pulls objects out of their own time, and the Master is running it. What he actually wants is buried under Atlantis and has no interest in being commanded.
9	Main Show	The Time Monster (3)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps MP3			A physicist in Cambridge has built a machine that pulls objects out of their own time, and the Master is running it. What he actually wants is buried under Atlantis and has no interest in being commanded.
9	Main Show	The Time Monster (4)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps MP3			A physicist in Cambridge has built a machine that pulls objects out of their own time, and the Master is running it. What he actually wants is buried under Atlantis and has no interest in being commanded.
9	Main Show	The Time Monster (5)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps MP3			A physicist in Cambridge has built a machine that pulls objects out of their own time, and the Master is running it. What he actually wants is buried under Atlantis and has no interest in being commanded.
9	Main Show	The Time Monster (6)	ok		1080p Blu-ray upscale		2026-09-15	688x512 25fps AC-3			A physicist in Cambridge has built a machine that pulls objects out of their own time, and the Master is running it. What he actually wants is buried under Atlantis and has no interest in being commanded.
9	Minisode	Defenders of Earth	ok		1080p Blu-ray		2026-09-15				
10	Main Show	The Three Doctors (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A force is draining energy out of the universe and the Time Lords can do nothing against it. They break their own laws to put three of the Doctor's lives in one place, and the enemy turns out to be one of their founders.
10	Main Show	The Three Doctors (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A force is draining energy out of the universe and the Time Lords can do nothing against it. They break their own laws to put three of the Doctor's lives in one place, and the enemy turns out to be one of their founders.
10	Main Show	The Three Doctors (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A force is draining energy out of the universe and the Time Lords can do nothing against it. They break their own laws to put three of the Doctor's lives in one place, and the enemy turns out to be one of their founders.
10	Main Show	The Three Doctors (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A force is draining energy out of the universe and the Time Lords can do nothing against it. They break their own laws to put three of the Doctor's lives in one place, and the enemy turns out to be one of their founders.
10	Main Show	Carnival of Monsters (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A cargo ship on the Indian Ocean keeps living the same hour over again, and the TARDIS has landed inside it. The whole scene is a compartment in a showman's machine, and the creatures in the next tank are getting out.
10	Main Show	Carnival of Monsters (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A cargo ship on the Indian Ocean keeps living the same hour over again, and the TARDIS has landed inside it. The whole scene is a compartment in a showman's machine, and the creatures in the next tank are getting out.
10	Main Show	Carnival of Monsters (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A cargo ship on the Indian Ocean keeps living the same hour over again, and the TARDIS has landed inside it. The whole scene is a compartment in a showman's machine, and the creatures in the next tank are getting out.
10	Main Show	Carnival of Monsters (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AC-3			A cargo ship on the Indian Ocean keeps living the same hour over again, and the TARDIS has landed inside it. The whole scene is a compartment in a showman's machine, and the creatures in the next tank are getting out.
10	Main Show	Frontier in Space (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Earth and Draconia are close to war, each convinced the other is raiding its ships. Both are being played, and the Doctor is shipped between prisons while fresh evidence keeps arriving on schedule.
10	Main Show	Frontier in Space (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Earth and Draconia are close to war, each convinced the other is raiding its ships. Both are being played, and the Doctor is shipped between prisons while fresh evidence keeps arriving on schedule.
10	Main Show	Frontier in Space (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Earth and Draconia are close to war, each convinced the other is raiding its ships. Both are being played, and the Doctor is shipped between prisons while fresh evidence keeps arriving on schedule.
10	Main Show	Frontier in Space (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Earth and Draconia are close to war, each convinced the other is raiding its ships. Both are being played, and the Doctor is shipped between prisons while fresh evidence keeps arriving on schedule.
10	Main Show	Frontier in Space (5)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Earth and Draconia are close to war, each convinced the other is raiding its ships. Both are being played, and the Doctor is shipped between prisons while fresh evidence keeps arriving on schedule.
10	Main Show	Frontier in Space (6)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Earth and Draconia are close to war, each convinced the other is raiding its ships. Both are being played, and the Doctor is shipped between prisons while fresh evidence keeps arriving on schedule.
10	Main Show	Planet of the Daleks (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Following the Daleks to Spiridon, the Doctor finds a Thal commando unit and a planet whose natives cannot be seen. Beneath the ice is an army of ten thousand Daleks waiting to be revived.
10	Main Show	Planet of the Daleks (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Following the Daleks to Spiridon, the Doctor finds a Thal commando unit and a planet whose natives cannot be seen. Beneath the ice is an army of ten thousand Daleks waiting to be revived.
10	Main Show	Planet of the Daleks (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Following the Daleks to Spiridon, the Doctor finds a Thal commando unit and a planet whose natives cannot be seen. Beneath the ice is an army of ten thousand Daleks waiting to be revived.
10	Main Show	Planet of the Daleks (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Following the Daleks to Spiridon, the Doctor finds a Thal commando unit and a planet whose natives cannot be seen. Beneath the ice is an army of ten thousand Daleks waiting to be revived.
10	Main Show	Planet of the Daleks (5)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Following the Daleks to Spiridon, the Doctor finds a Thal commando unit and a planet whose natives cannot be seen. Beneath the ice is an army of ten thousand Daleks waiting to be revived.
10	Main Show	Planet of the Daleks (6)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			Following the Daleks to Spiridon, the Doctor finds a Thal commando unit and a planet whose natives cannot be seen. Beneath the ice is an army of ten thousand Daleks waiting to be revived.
10	Main Show	The Green Death (1)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Welsh mining village has a chemical works pouring waste into the pit and miners coming up glowing green. The maggots breeding underground are growing, and the computer running the plant does not take advice.
10	Main Show	The Green Death (2)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Welsh mining village has a chemical works pouring waste into the pit and miners coming up glowing green. The maggots breeding underground are growing, and the computer running the plant does not take advice.
10	Main Show	The Green Death (3)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Welsh mining village has a chemical works pouring waste into the pit and miners coming up glowing green. The maggots breeding underground are growing, and the computer running the plant does not take advice.
10	Main Show	The Green Death (4)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Welsh mining village has a chemical works pouring waste into the pit and miners coming up glowing green. The maggots breeding underground are growing, and the computer running the plant does not take advice.
10	Main Show	The Green Death (5)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Welsh mining village has a chemical works pouring waste into the pit and miners coming up glowing green. The maggots breeding underground are growing, and the computer running the plant does not take advice.
10	Main Show	The Green Death (6)	ok		1080p Blu-ray upscale		2026-09-15	720x576 25fps AAC			A Welsh mining village has a chemical works pouring waste into the pit and miners coming up glowing green. The maggots breeding underground are growing, and the computer running the plant does not take advice.
10	Minisode	Hello Boys!	ok		1080p Blu-ray		2026-09-15				Jo Jones has been long retired from UNIT and living quietly for years when something out of her old life turns up on the doorstep. She has no Doctor to call this time and no intention at all of waiting for one.
11	Main Show	The Time Warrior (1)	ok		576p DVD		2026-09-15	688x512 25fps MP3			Scientists are disappearing from a research centre and turning up in the Middle Ages, put to work by a robber baron. A stranded Sontaran is repairing his ship with their help and has promised the baron weapons.
